Pixel,Wavenumber,Processed,Raw,Dark
987,1642.47,646.20,1193.80,547.60
988,1643.96,646.70,1199.40,552.70
989,1645.46,626.50,1174.50,548.00
990,1646.95,614.90,1160.00,545.10
991,1648.44,639.40,1190.10,550.70
992,1649.94,632.30,1184.20,551.90
993,1651.43,607.40,1153.20,545.80
994,1652.92,581.20,1122.10,540.90
995,1654.41,577.60,1118.00,540.40
996,1655.90,577.80,1121.30,543.50
997,1657.38,555.80,1139.80,584.00
998,1658.87,565.20,1144.60,579.40
999,1660.36,552.90,1092.50,539.60
1000,1661.84,540.20,1081.00,540.80
1001,1663.33,546.80,1089.30,542.50
1002,1664.81,564.60,1108.40,543.80
1003,1666.30,570.70,1113.30,542.60
1004,1667.78,549.60,1090.50,540.90
1005,1669.26,533.60,1074.60,541.00
1006,1670.74,526.00,1073.80,547.80
1007,1672.22,520.50,1066.90,546.40
1008,1673.70,502.10,1099.40,597.30
1009,1675.18,476.50,1073.80,597.30
1010,1676.66,465.50,1009.70,544.20
1011,1678.13,470.80,1017.40,546.60
1012,1679.61,487.60,1029.60,542.00
1013,1681.09,473.40,1014.70,541.30
1014,1682.56,464.50,1010.20,545.70
1015,1684.03,471.90,1020.00,548.10
1016,1685.51,449.20,995.60,546.40
1017,1686.98,447.20,988.70,541.50
1018,1688.45,457.70,1011.80,554.10
1019,1689.92,455.20,1016.90,561.70
1020,1691.39,428.40,972.90,544.50
1021,1692.86,412.20,1053.10,640.90
1022,1694.33,436.80,1078.60,641.80
1023,1695.80,433.40,980.00,546.60
1024,1697.26,399.60,953.70,554.10
1025,1698.73,394.00,953.20,559.20
1026,1700.19,403.50,960.50,557.00
1027,1701.66,404.00,948.40,544.40
1028,1703.12,402.10,1056.40,654.30
1029,1704.58,390.40,1046.20,655.80
1030,1706.05,382.90,923.30,540.40
1031,1707.51,396.80,983.80,587.00
1032,1708.97,396.30,988.80,592.50
1033,1710.43,370.60,914.40,543.80
1034,1711.89,363.20,960.90,597.70
1035,1713.34,375.30,977.00,601.70
1036,1714.80,367.00,912.90,545.90
1037,1716.26,357.30,901.70,544.40
1038,1717.71,356.50,896.80,540.30
1039,1719.17,358.00,901.00,543.00
1040,1720.62,364.10,911.50,547.40
1041,1722.08,373.90,916.80,542.90
1042,1723.53,384.70,924.00,539.30
1043,1724.98,368.60,911.80,543.20
1044,1726.43,335.70,883.60,547.90
1045,1727.88,342.80,1160.80,818.00
1046,1729.33,360.70,1175.40,814.70
1047,1730.78,355.90,898.40,542.50
1048,1732.23,346.40,901.80,555.40
1049,1733.68,335.30,889.70,554.40
1050,1735.13,328.90,875.80,546.90
1051,1736.57,320.30,872.00,551.70
1052,1738.02,325.50,874.80,549.30
1053,1739.46,318.50,866.40,547.90
1054,1740.90,313.90,857.90,544.00
1055,1742.35,329.10,869.80,540.70
1056,1743.79,314.60,860.40,545.80
1057,1745.23,304.00,848.20,544.20
1058,1746.67,308.20,846.60,538.40
1059,1748.11,312.40,855.20,542.80
1060,1749.55,314.70,862.00,547.30
1061,1750.99,314.80,858.90,544.10
1062,1752.43,312.10,855.90,543.80
1063,1753.86,299.30,848.10,548.80
1064,1755.30,308.40,853.10,544.70
1065,1756.73,307.80,850.60,542.80
1066,1758.17,298.30,844.20,545.90
1067,1759.60,293.90,836.80,542.90
1068,1761.04,294.20,836.60,542.40
1069,1762.47,284.00,838.00,554.00
1070,1763.90,278.10,1761.00,1482.90
1071,1765.33,304.60,1771.80,1467.20
1072,1766.76,329.00,875.80,546.80
1073,1768.19,314.50,865.60,551.10
1074,1769.62,285.00,826.10,541.10
1075,1771.05,285.60,831.70,546.10
1076,1772.47,283.10,833.10,550.00
1077,1773.90,275.60,820.30,544.70
1078,1775.33,277.60,816.30,538.70
1079,1776.75,285.20,825.60,540.40
1080,1778.18,278.90,823.10,544.20
1081,1779.60,274.60,817.20,542.60
1082,1781.02,270.50,811.70,541.20
1083,1782.44,261.40,798.80,537.40
1084,1783.87,262.80,801.90,539.10
1085,1785.29,262.50,806.10,543.60
1086,1786.71,273.40,814.90,541.50
1087,1788.12,269.50,869.20,599.70
1088,1789.54,258.60,858.60,600.00
1089,1790.96,257.00,800.90,543.90
1090,1792.38,247.80,793.20,545.40
1091,1793.79,252.00,801.40,549.40
1092,1795.21,269.50,815.40,545.90
1093,1796.62,254.50,800.20,545.70
1094,1798.04,246.50,804.10,557.60
1095,1799.45,252.00,803.90,551.90
1096,1800.86,234.00,827.40,593.40
1097,1802.28,218.70,824.60,605.90
1098,1803.69,229.00,781.70,552.70
1099,1805.10,234.10,943.50,709.40
1100,1806.51,224.50,937.50,713.00
1101,1807.92,221.50,770.30,548.80
1102,1809.32,212.20,827.00,614.80
1103,1810.73,217.70,833.60,615.90
1104,1812.14,221.80,771.20,549.40
1105,1813.54,226.30,774.40,548.10
1106,1814.95,224.30,772.50,548.20
1107,1816.35,204.20,800.10,595.90
1108,1817.76,201.20,804.40,603.20
1109,1819.16,212.20,762.50,550.30
1110,1820.56,187.60,740.40,552.80
1111,1821.97,176.00,731.10,555.10
1112,1823.37,195.80,739.40,543.60
1113,1824.77,194.50,744.80,550.30
1114,1826.17,187.30,739.10,551.80
1115,1827.57,183.20,734.90,551.70
1116,1828.96,179.10,730.50,551.40
1117,1830.36,176.70,716.70,540.00
1118,1831.76,180.80,720.90,540.10
1119,1833.15,188.70,729.30,540.60
1120,1834.55,190.00,724.40,534.40
1121,1835.94,181.60,718.70,537.10
1122,1837.34,180.00,724.30,544.30
1123,1838.73,178.70,729.70,551.00
1124,1840.12,173.40,721.10,547.70
1125,1841.52,169.60,710.40,540.80
1126,1842.91,169.50,718.00,548.50
1127,1844.30,169.00,1147.30,978.30
1128,1845.69,172.70,1146.50,973.80
1129,1847.08,176.70,718.90,542.20
1130,1848.46,167.80,708.00,540.20
1131,1849.85,158.20,706.90,548.70
1132,1851.24,155.40,702.20,546.80
1133,1852.62,147.20,707.20,560.00
1134,1854.01,143.10,706.00,562.90
1135,1855.40,155.00,704.40,549.40
1136,1856.78,150.60,702.00,551.40
1137,1858.16,148.20,722.50,574.30
1138,1859.55,171.60,744.70,573.10
1139,1860.93,175.40,719.30,543.90
1140,1862.31,167.20,709.40,542.20
1141,1863.69,166.90,706.80,539.90
1142,1865.07,154.00,692.20,538.20
1143,1866.45,149.10,738.60,589.50
1144,1867.83,150.90,746.70,595.80
1145,1869.21,156.90,704.40,547.50
1146,1870.58,162.20,705.10,542.90
1147,1871.96,150.00,690.40,540.40
1148,1873.34,152.90,706.50,553.60
1149,1874.71,153.70,715.60,561.90
1150,1876.09,140.10,693.60,553.50
1151,1877.46,138.20,691.10,552.90
1152,1878.83,138.00,687.80,549.80
1153,1880.20,142.30,685.90,543.60
1154,1881.58,146.50,684.20,537.70
1155,1882.95,135.90,678.00,542.10
1156,1884.32,140.10,771.90,631.80
1157,1885.69,150.00,827.80,677.80
1158,1887.06,136.20,734.00,597.80
1159,1888.43,129.70,684.30,554.60
1160,1889.79,128.30,680.50,552.20
1161,1891.16,121.70,664.10,542.40
1162,1892.53,131.10,674.50,543.40
1163,1893.89,141.20,685.40,544.20
1164,1895.26,131.10,678.20,547.10
1165,1896.62,137.50,681.00,543.50
1166,1897.99,143.20,677.40,534.20
1167,1899.35,131.20,670.80,539.60
1168,1900.71,138.10,683.70,545.60
1169,1902.07,132.20,680.30,548.10
1170,1903.43,136.40,681.70,545.30
1171,1904.79,140.90,683.00,542.10
1172,1906.15,132.90,679.60,546.70
1173,1907.51,127.80,674.50,546.70
1174,1908.87,121.70,660.30,538.60
1175,1910.23,134.40,673.00,538.60
1176,1911.59,128.80,664.60,535.80
1177,1912.94,128.40,662.30,533.90
1178,1914.30,146.00,678.70,532.70
1179,1915.65,129.00,660.60,531.60
1180,1917.01,118.10,656.60,538.50
1181,1918.36,117.40,819.40,702.00
1182,1919.71,115.10,813.20,698.10
1183,1921.07,115.60,662.10,546.50
1184,1922.42,120.60,677.40,556.80
1185,1923.77,112.30,661.80,549.50
1186,1925.12,102.70,661.50,558.80
1187,1926.47,121.00,676.40,555.40
1188,1927.82,124.80,664.00,539.20
1189,1929.17,120.60,691.10,570.50
1190,1930.51,112.20,687.90,575.70
1191,1931.86,111.30,660.10,548.80
1192,1933.21,121.70,664.50,542.80
1193,1934.55,114.00,653.40,539.40
1194,1935.90,104.40,645.40,541.00
1195,1937.24,111.90,650.90,539.00
1196,1938.59,117.80,660.60,542.80
1197,1939.93,112.80,660.60,547.80
1198,1941.27,100.80,640.30,539.50
1199,1942.61,96.30,630.20,533.90
1200,1943.96,108.20,646.90,538.70
1201,1945.30,115.80,658.90,543.10
1202,1946.64,114.30,663.10,548.80
1203,1947.98,110.30,659.00,548.70
1204,1949.31,103.00,645.90,542.90
1205,1950.65,102.60,646.30,543.70
1206,1951.99,101.30,656.00,554.70
1207,1953.33,95.10,647.70,552.60
1208,1954.66,101.50,641.70,540.20
1209,1956.00,105.90,647.80,541.90
1210,1957.33,93.70,639.30,545.60
1211,1958.67,99.40,688.00,588.60
1212,1960.00,102.20,695.60,593.40
1213,1961.33,93.70,643.20,549.50
1214,1962.66,94.30,634.00,539.70
1215,1964.00,93.70,630.60,536.90
1216,1965.33,101.70,641.90,540.20
1217,1966.66,96.10,640.90,544.80
1218,1967.99,83.20,626.30,543.10
1219,1969.32,89.10,627.70,538.60
1220,1970.64,88.40,627.70,539.30
1221,1971.97,80.60,620.60,540.00
1222,1973.30,78.40,619.80,541.40
1223,1974.63,94.40,924.90,830.50
1224,1975.95,96.40,927.80,831.40
1225,1977.28,74.70,616.10,541.40
1226,1978.60,73.10,608.70,535.60
1227,1979.93,84.90,618.80,533.90
1228,1981.25,90.60,628.50,537.90
1229,1982.57,82.30,630.20,547.90
1230,1983.89,79.40,674.40,595.00
1231,1985.22,85.20,676.80,591.60
1232,1986.54,76.90,703.70,626.80
1233,1987.86,76.50,712.30,635.80
1234,1989.18,82.10,639.00,556.90
1235,1990.50,70.60,611.20,540.60
1236,1991.81,71.60,892.60,821.00
1237,1993.13,83.20,905.50,822.30
1238,1994.45,76.80,613.80,537.00
1239,1995.76,62.00,802.10,740.10
1240,1997.08,58.50,799.80,741.30
1241,1998.40,62.70,601.90,539.20
1242,1999.71,70.00,607.30,537.30
1243,2001.02,72.20,612.90,540.70
1244,2002.34,64.20,606.00,541.80
1245,2003.65,65.60,604.90,539.30
1246,2004.96,64.90,604.90,540.00
1247,2006.27,64.00,613.10,549.10
1248,2007.59,66.00,614.00,548.00
1249,2008.90,63.70,610.70,547.00
1250,2010.21,64.90,695.70,630.80
1251,2011.51,62.90,692.60,629.70
1252,2012.82,56.80,610.50,553.70
1253,2014.13,64.40,606.50,542.10
1254,2015.44,67.60,602.70,535.10
1255,2016.74,56.20,599.50,543.30
1256,2018.05,63.90,604.00,540.10
1257,2019.36,64.10,605.70,541.60
1258,2020.66,58.80,610.20,551.40
1259,2021.96,57.90,608.00,550.10
1260,2023.27,55.40,600.00,544.60
1261,2024.57,59.70,999.90,940.20
1262,2025.87,66.80,1005.10,938.30
1263,2027.18,64.00,605.10,541.10
1264,2028.48,51.70,594.90,543.20
1265,2029.78,57.30,598.90,541.60
1266,2031.08,59.70,601.50,541.80
1267,2032.38,51.40,591.30,539.90
1268,2033.68,55.00,591.90,536.90
1269,2034.97,60.70,603.30,542.60
1270,2036.27,62.10,605.30,543.20
1271,2037.57,63.50,606.90,543.40
1272,2038.86,58.30,606.20,547.90
1273,2040.16,53.70,594.90,541.20
1274,2041.46,58.40,597.50,539.10
1275,2042.75,55.90,597.20,541.30
1276,2044.04,51.40,588.50,537.10
1277,2045.34,52.00,591.30,539.30
1278,2046.63,53.20,591.40,538.20
1279,2047.92,59.90,593.00,533.10
1280,2049.21,63.70,606.40,542.70
1281,2050.50,63.40,608.40,545.00
1282,2051.79,61.10,600.50,539.40
1283,2053.08,60.60,605.50,544.90
1284,2054.37,60.70,605.50,544.80
1285,2055.66,53.80,594.10,540.30
1286,2056.95,54.40,594.90,540.50
1287,2058.24,56.20,603.00,546.80
1288,2059.52,56.80,599.00,542.20
1289,2060.81,56.30,592.90,536.60
1290,2062.10,50.80,590.60,539.80
1291,2063.38,55.10,610.20,555.10
1292,2064.67,62.70,664.90,602.20
1293,2065.95,54.50,641.10,586.60
1294,2067.23,50.50,591.90,541.40
1295,2068.52,50.00,601.60,551.60
1296,2069.80,52.00,600.70,548.70
1297,2071.08,57.30,598.20,540.90
1298,2072.36,54.50,601.90,547.40
1299,2073.64,59.30,599.50,540.20
1300,2074.92,52.60,587.70,535.10
1301,2076.20,44.80,587.10,542.30
1302,2077.48,41.10,585.70,544.60
1303,2078.76,39.00,663.60,624.60
1304,2080.03,52.70,740.40,687.70
1305,2081.31,62.00,678.50,616.50
1306,2082.59,55.60,607.30,551.70
1307,2083.86,48.00,588.90,540.90
1308,2085.14,47.40,588.00,540.60
1309,2086.41,52.90,592.00,539.10
1310,2087.69,51.00,588.00,537.00
1311,2088.96,47.90,587.70,539.80
1312,2090.23,49.30,590.50,541.20
1313,2091.51,52.20,595.40,543.20
1314,2092.78,51.70,596.10,544.40
1315,2094.05,54.60,600.50,545.90
1316,2095.32,52.70,594.60,541.90
1317,2096.59,41.80,577.60,535.80
1318,2097.86,46.10,591.50,545.40
1319,2099.13,43.90,592.60,548.70
1320,2100.40,44.60,583.90,539.30
1321,2101.66,49.00,589.10,540.10
1322,2102.93,41.60,594.80,553.20
1323,2104.20,43.90,591.40,547.50
1324,2105.46,44.60,582.30,537.70
1325,2106.73,47.80,587.10,539.30
1326,2107.99,50.20,588.10,537.90
1327,2109.26,47.00,588.60,541.60
1328,2110.52,42.40,585.60,543.20
1329,2111.79,34.90,578.10,543.20
1330,2113.05,38.70,578.80,540.10
1331,2114.31,39.70,574.40,534.70
1332,2115.57,36.80,574.10,537.30
1333,2116.83,42.60,580.00,537.40
1334,2118.09,41.00,577.60,536.60
1335,2119.35,39.30,653.80,614.50
1336,2120.61,42.90,658.00,615.10
1337,2121.87,39.70,585.20,545.50
1338,2123.13,43.80,589.40,545.60
1339,2124.39,45.30,582.40,537.10
1340,2125.64,42.20,577.20,535.00
1341,2126.90,34.50,580.30,545.80
1342,2128.16,30.70,574.40,543.70
1343,2129.41,34.40,571.80,537.40
1344,2130.67,33.40,574.20,540.80
1345,2131.92,30.60,574.70,544.10
1346,2133.17,34.20,580.30,546.10
1347,2134.43,44.60,597.50,552.90
1348,2135.68,41.50,590.10,548.60
1349,2136.93,34.90,572.10,537.20
1350,2138.18,39.50,585.80,546.30
1351,2139.43,40.50,588.30,547.80
1352,2140.68,32.20,576.00,543.80
1353,2141.93,31.70,570.80,539.10
1354,2143.18,36.20,569.00,532.80
1355,2144.43,33.80,569.70,535.90
1356,2145.68,27.70,566.80,539.10
1357,2146.93,25.20,567.40,542.20
1358,2148.18,35.30,576.40,541.10
1359,2149.42,30.80,568.60,537.80
1360,2150.67,20.90,562.80,541.90
1361,2151.91,25.40,568.00,542.60
1362,2153.16,28.90,573.30,544.40
1363,2154.40,30.00,569.10,539.10
1364,2155.65,32.00,566.10,534.10
1365,2156.89,26.40,595.00,568.60
1366,2158.13,31.20,611.80,580.60
1367,2159.38,42.90,645.30,602.40
1368,2160.62,42.80,630.80,588.00
1369,2161.86,33.50,581.30,547.80
1370,2163.10,26.80,582.10,555.30
1371,2164.34,34.00,578.50,544.50
1372,2165.58,30.30,583.80,553.50
1373,2166.82,26.10,582.10,556.00
1374,2168.06,34.00,574.60,540.60
1375,2169.29,34.50,570.60,536.10
1376,2170.53,30.20,567.20,537.00
1377,2171.77,31.00,571.40,540.40
1378,2173.01,34.00,574.10,540.10
1379,2174.24,41.30,581.40,540.10
1380,2175.48,39.60,587.60,548.00
1381,2176.71,32.90,591.10,558.20
1382,2177.95,21.20,575.60,554.40
1383,2179.18,25.70,568.60,542.90
1384,2180.41,41.00,583.20,542.20
1385,2181.64,32.20,574.30,542.10
1386,2182.88,32.30,579.00,546.70
1387,2184.11,39.70,581.10,541.40
1388,2185.34,33.50,571.10,537.60
1389,2186.57,34.90,586.90,552.00
1390,2187.80,35.60,584.60,549.00
1391,2189.03,26.60,565.30,538.70
1392,2190.26,29.70,571.10,541.40
1393,2191.49,38.40,581.10,542.70
1394,2192.71,34.40,573.10,538.70
1395,2193.94,25.80,568.20,542.40
1396,2195.17,28.90,574.30,545.40
1397,2196.40,36.70,587.50,550.80
1398,2197.62,38.10,585.80,547.70
1399,2198.85,37.50,570.60,533.10
1400,2200.07,40.00,569.00,529.00
1401,2201.30,35.20,571.20,536.00
1402,2202.52,30.90,564.50,533.60
1403,2203.74,29.70,572.60,542.90
1404,2204.97,30.70,579.20,548.50
1405,2206.19,34.60,573.90,539.30
1406,2207.41,31.60,569.00,537.40
1407,2208.63,42.20,630.40,588.20
1408,2209.85,40.00,642.90,602.90
1409,2211.07,32.30,580.70,548.40
1410,2212.29,34.80,570.70,535.90
1411,2213.51,39.80,569.50,529.70
1412,2214.73,42.50,572.90,530.40
1413,2215.95,33.90,573.70,539.80
1414,2217.16,26.70,568.30,541.60
1415,2218.38,26.10,564.20,538.10
1416,2219.60,28.00,576.80,548.80
1417,2220.81,24.50,578.40,553.90
1418,2222.03,25.50,568.90,543.40
1419,2223.24,26.60,679.10,652.50
1420,2224.46,32.00,713.30,681.30
1421,2225.67,32.60,601.60,569.00
1422,2226.89,26.30,581.30,555.00
1423,2228.10,28.40,587.20,558.80
1424,2229.31,30.20,573.40,543.20
1425,2230.52,29.40,577.60,548.20
1426,2231.73,38.60,585.30,546.70
1427,2232.95,35.00,570.70,535.70
1428,2234.16,30.50,565.70,535.20
1429,2235.37,36.20,573.30,537.10
1430,2236.58,27.40,569.50,542.10
1431,2237.78,17.70,567.20,549.50
1432,2238.99,7.10,1000.40,993.30
1433,2240.20,4.10,1063.70,1059.60
1434,2241.41,21.60,635.80,614.20
1435,2242.61,33.20,580.80,547.60
1436,2243.82,32.90,581.90,549.00
1437,2245.03,33.70,576.60,542.90
1438,2246.23,33.80,570.20,536.40
1439,2247.44,28.80,577.70,548.90
1440,2248.64,26.50,579.20,552.70
1441,2249.85,31.50,569.10,537.60
1442,2251.05,29.20,567.40,538.20
1443,2252.25,31.60,581.00,549.40
1444,2253.45,39.90,586.40,546.50
1445,2254.66,40.90,669.70,628.80
1446,2255.86,37.80,667.80,630.00
1447,2257.06,34.10,573.60,539.50
1448,2258.26,35.00,577.50,542.50
1449,2259.46,37.00,589.20,552.20
1450,2260.66,36.30,581.80,545.50
1451,2261.86,28.70,567.90,539.20
1452,2263.06,21.80,570.80,549.00
1453,2264.25,29.70,574.80,545.10
1454,2265.45,31.70,570.50,538.80
1455,2266.65,32.00,574.90,542.90
1456,2267.85,36.30,580.40,544.10
1457,2269.04,34.20,574.00,539.80
1458,2270.24,37.30,574.20,536.90
1459,2271.43,34.30,572.90,538.60
1460,2272.63,32.00,573.90,541.90
1461,2273.82,25.50,680.20,654.70
1462,2275.01,25.00,684.80,659.80
1463,2276.21,41.20,584.30,543.10
1464,2277.40,32.70,625.50,592.80
1465,2278.59,35.90,633.30,597.40
1466,2279.78,39.20,582.50,543.30
1467,2280.98,27.90,565.50,537.60
1468,2282.17,30.00,568.70,538.70
1469,2283.36,27.70,567.20,539.50
1470,2284.55,28.70,561.70,533.00
1471,2285.74,35.70,566.80,531.10
1472,2286.92,32.60,567.60,535.00
1473,2288.11,28.10,566.40,538.30
1474,2289.30,34.30,571.00,536.70
1475,2290.49,31.00,568.60,537.60
1476,2291.67,24.50,564.00,539.50
1477,2292.86,28.80,566.30,537.50
1478,2294.05,28.20,572.40,544.20
1479,2295.23,29.60,573.70,544.10
1480,2296.42,36.40,574.90,538.50
1481,2297.60,32.10,573.50,541.40
1482,2298.79,33.70,573.40,539.70
1483,2299.97,35.20,572.10,536.90
1484,2301.15,27.20,565.30,538.10
1485,2302.34,31.70,582.60,550.90
1486,2303.52,32.30,583.70,551.40
1487,2304.70,29.10,567.10,538.00
1488,2305.88,29.80,566.60,536.80
1489,2307.06,15.60,558.30,542.70
1490,2308.24,15.60,573.10,557.50
1491,2309.42,27.90,577.60,549.70
1492,2310.60,24.50,560.10,535.60
1493,2311.78,22.60,558.80,536.20
1494,2312.96,26.30,559.80,533.50
1495,2314.14,29.50,564.00,534.50
1496,2315.31,29.30,564.10,534.80
1497,2316.49,24.60,562.40,537.80
1498,2317.67,24.90,563.00,538.10
1499,2318.84,28.00,622.10,594.10
1500,2320.02,28.90,624.70,595.80
1501,2321.19,27.60,565.60,538.00
1502,2322.37,24.50,559.90,535.40
1503,2323.54,26.40,562.20,535.80
1504,2324.72,28.80,567.60,538.80
1505,2325.89,22.60,566.90,544.30
1506,2327.06,25.80,577.40,551.60
1507,2328.23,33.20,615.60,582.40
1508,2329.41,32.90,607.40,574.50
1509,2330.58,34.50,572.20,537.70
1510,2331.75,31.00,572.80,541.80
1511,2332.92,26.70,570.90,544.20
1512,2334.09,28.80,571.90,543.10
1513,2335.26,26.20,566.00,539.80
1514,2336.43,24.10,567.90,543.80
1515,2337.60,26.30,569.40,543.10
1516,2338.77,26.00,560.80,534.80
1517,2339.93,25.00,564.80,539.80
1518,2341.10,29.40,567.30,537.90
1519,2342.27,31.60,561.90,530.30
1520,2343.43,32.40,563.70,531.30
1521,2344.60,27.70,566.40,538.70
1522,2345.77,24.90,564.00,539.10
1523,2346.93,32.70,852.80,820.10
1524,2348.10,28.60,849.70,821.10
1525,2349.26,26.20,567.80,541.60
1526,2350.42,25.30,572.00,546.70
1527,2351.59,23.60,565.00,541.40
1528,2352.75,22.50,557.90,535.40
1529,2353.91,25.80,557.60,531.80
1530,2355.07,32.10,564.10,532.00
1531,2356.23,22.20,562.30,540.10
1532,2357.40,22.30,563.70,541.40
1533,2358.56,29.30,567.80,538.50
1534,2359.72,19.90,558.50,538.60
1535,2360.88,19.40,553.10,533.70
1536,2362.04,19.90,645.30,625.40
1537,2363.19,14.80,646.00,631.20
1538,2364.35,35.90,1559.00,1523.10
1539,2365.51,39.70,1562.10,1522.40
1540,2366.67,19.50,561.10,541.60
1541,2367.83,20.80,563.00,542.20
1542,2368.98,27.70,580.80,553.10
1543,2370.14,26.10,572.40,546.30
1544,2371.29,21.70,568.40,546.70
1545,2372.45,23.20,574.50,551.30
1546,2373.60,24.10,564.10,540.00
1547,2374.76,27.60,575.50,547.90
1548,2375.91,23.40,568.20,544.80
1549,2377.07,17.60,556.70,539.10
1550,2378.22,21.60,697.00,675.40
1551,2379.37,22.80,693.10,670.30
1552,2380.52,14.40,762.00,747.60
1553,2381.68,15.50,766.20,750.70
1554,2382.83,30.00,566.10,536.10
1555,2383.98,27.60,934.80,907.20
1556,2385.13,21.60,933.80,912.20
1557,2386.28,29.10,571.20,542.10
1558,2387.43,34.30,573.20,538.90
1559,2388.58,25.90,562.80,536.90
1560,2389.73,22.00,557.90,535.90
1561,2390.87,25.70,562.00,536.30
1562,2392.02,22.10,1147.60,1125.50
1563,2393.17,23.60,1157.30,1133.70
1564,2394.32,28.70,571.80,543.10
1565,2395.46,23.60,565.70,542.10
1566,2396.61,20.40,569.00,548.60
1567,2397.75,12.60,822.40,809.80
1568,2398.90,10.30,815.10,804.80
1569,2400.04,19.70,554.40,534.70
1570,2401.19,21.40,561.20,539.80
1571,2402.33,27.90,645.50,617.60
1572,2403.48,28.50,640.80,612.30
1573,2404.62,20.90,558.40,537.50
1574,2405.76,23.60,556.60,533.00
1575,2406.90,31.20,612.70,581.50
1576,2408.05,28.20,627.30,599.10
1577,2409.19,25.90,578.40,552.50
1578,2410.33,27.30,574.70,547.40
1579,2411.47,23.00,577.50,554.50
1580,2412.61,21.70,577.80,556.10
1581,2413.75,26.10,574.50,548.40
1582,2414.89,24.50,563.50,539.00
1583,2416.03,25.40,557.20,531.80
1584,2417.17,26.50,741.30,714.80
1585,2418.30,23.30,744.70,721.40
1586,2419.44,29.10,575.20,546.10
1587,2420.58,20.40,571.10,550.70
1588,2421.72,18.10,565.50,547.40
1589,2422.85,23.70,565.10,541.40
1590,2423.99,24.30,557.80,533.50
1591,2425.12,15.40,718.00,702.60
1592,2426.26,22.60,809.50,786.90
1593,2427.39,32.70,653.70,621.00
1594,2428.53,20.40,563.00,542.60
1595,2429.66,19.30,558.70,539.40
1596,2430.80,30.90,643.80,612.90
1597,2431.93,27.50,643.40,615.90
1598,2433.06,18.40,559.00,540.60
1599,2434.19,27.20,562.20,535.00
1600,2435.33,25.90,560.20,534.30
1601,2436.46,19.10,553.70,534.60
1602,2437.59,19.90,552.10,532.20
1603,2438.72,22.70,551.50,528.80
1604,2439.85,24.00,553.70,529.70
1605,2440.98,21.00,557.30,536.30
1606,2442.11,17.50,555.80,538.30
1607,2443.24,24.40,565.60,541.20
1608,2444.37,25.30,569.20,543.90
1609,2445.49,16.80,569.70,552.90
1610,2446.62,15.30,566.60,551.30
1611,2447.75,18.50,557.80,539.30
1612,2448.88,17.00,553.30,536.30
1613,2450.00,19.70,551.50,531.80
1614,2451.13,38.80,573.50,534.70
1615,2452.25,29.50,576.20,546.70
1616,2453.38,7.50,618.20,610.70
1617,2454.50,17.00,618.50,601.50
1618,2455.63,25.70,564.00,538.30
1619,2456.75,25.30,568.80,543.50
1620,2457.88,21.00,626.20,605.20
1621,2459.00,14.80,620.70,605.90
1622,2460.12,20.90,563.70,542.80
1623,2461.25,25.20,562.70,537.50
1624,2462.37,20.40,562.20,541.80
1625,2463.49,7.60,713.30,705.70
1626,2464.61,19.40,716.30,696.90
1627,2465.73,30.20,558.00,527.80
1628,2466.85,24.80,640.20,615.40
1629,2467.97,26.80,649.50,622.70
1630,2469.09,21.10,558.20,537.10
1631,2470.21,26.50,672.90,646.40
1632,2471.33,26.40,673.90,647.50
1633,2472.45,18.70,555.30,536.60
1634,2473.57,17.40,556.40,539.00
1635,2474.68,23.10,561.10,538.00
1636,2475.80,28.10,559.80,531.70
1637,2476.92,25.70,562.40,536.70
1638,2478.04,18.90,570.80,551.90
1639,2479.15,15.10,624.80,609.70
1640,2480.27,16.80,616.40,599.60
1641,2481.38,21.60,552.60,531.00
1642,2482.50,23.00,553.60,530.60
1643,2483.61,15.50,553.30,537.80
1644,2484.73,18.00,554.40,536.40
1645,2485.84,22.80,564.70,541.90
1646,2486.95,17.60,564.20,546.60
1647,2488.07,16.40,564.80,548.40
1648,2489.18,16.70,562.10,545.40
1649,2490.29,20.50,555.20,534.70
1650,2491.40,24.90,574.40,549.50
1651,2492.51,29.00,580.00,551.00
1652,2493.63,27.50,563.50,536.00
1653,2494.74,19.30,569.80,550.50
1654,2495.85,18.20,568.10,549.90
1655,2496.96,16.50,556.30,539.80
1656,2498.07,20.60,563.20,542.60
1657,2499.18,20.10,560.40,540.30
1658,2500.28,17.20,560.10,542.90
1659,2501.39,24.00,561.80,537.80
1660,2502.50,20.20,552.00,531.80
1661,2503.61,21.80,552.60,530.80
1662,2504.72,21.60,566.50,544.90
1663,2505.82,20.60,567.50,546.90
1664,2506.93,22.50,561.20,538.70
1665,2508.03,12.80,556.90,544.10
1666,2509.14,10.50,548.70,538.20
1667,2510.25,14.50,556.60,542.10
1668,2511.35,18.90,569.50,550.60
1669,2512.46,16.10,560.30,544.20
1670,2513.56,19.30,555.10,535.80
1671,2514.66,24.30,562.20,537.90
1672,2515.77,20.10,614.90,594.80
1673,2516.87,16.80,609.40,592.60
1674,2517.97,13.30,550.00,536.70
1675,2519.08,15.20,557.30,542.10
1676,2520.18,18.10,556.90,538.80
1677,2521.28,13.50,553.40,539.90
1678,2522.38,7.50,553.20,545.70
1679,2523.48,2.30,601.00,598.70
1680,2524.58,12.20,610.40,598.20
1681,2525.68,25.70,567.40,541.70
1682,2526.78,21.70,572.80,551.10
